u_id,home,name
11029808,1383,FREQ
29424932,699,FREQ
71658201,880,FREQ
50554094,1092,FREQ
67909416,805,FREQ
31784213,1081,FREQ
41829998,630,FREQ
17852974,1092,FREQ
80853181,1453,FREQ
84614548,1646,FREQ
26958562,699,FREQ
33085888,1646,FREQ
24197935,1325,FREQ
7915223,1566,FREQ
10609714,880,FREQ
86913503,355,FREQ
14696747,645,FREQ
47516494,1424,FREQ
97459087,1239,FREQ
37938383,1214,FREQ
66087271,1591,FREQ
99941308,1488,FREQ
27261559,1461,FREQ
29828648,917,FREQ
29436679,612,FREQ
10332969,1424,FREQ
90218329,626,FREQ
76665181,980,FREQ
45737358,1210,FREQ
71000597,1092,FREQ
8203818,1400,FREQ
19771080,1344,FREQ
42655036,781,FREQ
69000686,756,FREQ
51153615,1274,FREQ
89031470,1472,FREQ
3669371,735,FREQ
56665595,944,FREQ
93143426,1092,FREQ
2747393,1425,FREQ
97237518,678,FREQ
68172323,1165,FREQ
40726785,861,FREQ
22805684,937,FREQ
7225732,781,FREQ
43331651,643,FREQ
61053252,1572,FREQ
